Slope Mean,Slope Std,Aspect Mean,Aspect Std,Roughness,TPI Mean,TPI Std,Average Elevation
0.03858945,0.03401054,0.30293638,1.6412691,1.8420663,-3.7353516e-08,0.0073750415,150.9544
0.053847432,0.031506743,-0.27732074,1.9891872,2.059327,-6.1035155e-09,0.0073119667,150.89963
0.08477599,0.08529912,-0.075366296,1.7335128,3.1317565,-1.8066407e-08,0.022659283,150.90305
0.121546365,0.13254102,0.18140464,1.5525948,3.9163005,2.8076172e-08,0.034399707,151.58327
0.11803493,0.10209217,-1.1857654,1.6605679,6.9393425,9.765625e-10,0.021802682,153.16087
0.094570905,0.05217464,0.8906813,1.2340065,5.3287897,2.0996094e-08,0.015182324,156.42984
0.10001755,0.044339724,1.58865,0.6532477,6.4046226,-1.2939453e-08,0.01728742,135.28717
0.053136077,0.0221292,1.562071,0.630174,3.7192333,8.300781e-09,0.010662794,119.788345
0.051153902,0.019795226,1.5703783,1.0090681,2.642728,2.0507812e-08,0.009475871,108.89613
0.05544292,0.022385072,1.5210502,0.8283717,3.252502,-3.4179688e-09,0.01629026,100.23977
0.09784982,0.077342965,0.8921965,1.5721383,4.612823,9.0332035e-09,0.030665932,87.205345
0.2397846,0.21198787,-0.25686333,1.5137551,8.739629,-2.0507812e-08,0.04916534,86.43848
0.07998208,0.06837965,0.76632893,1.2990478,5.26402,1.4526367e-08,0.020400172,88.618225
0.07363557,0.07298132,0.16779491,1.9604445,1.5477645,2.4414062e-10,0.02388295,83.41336
0.05284663,0.027611116,1.1755761,1.1423763,2.9914238,-1.184082e-08,0.02174913,76.57242
0.06073047,0.06712265,0.8341393,1.266999,1.7803257,2.1972657e-09,0.026927521,69.08218
0.054360136,0.036971033,0.6298073,1.3231484,1.948581,-4.0893555e-09,0.02088126,63.693485
0.14468248,0.12184208,1.1870562,1.0628226,6.656523,-1.0375977e-09,0.03603209,52.863594
0.08769587,0.07585375,0.8616587,1.0897905,3.8636043,4.272461e-10,0.02901547,35.225075
0.13686027,0.09901866,0.28469026,1.4631212,6.7753305,-2.746582e-10,0.03876299,27.942484
0.11158645,0.13294333,0.23159704,1.4894029,4.296564,7.6293943e-10,0.04483263,12.838491
0.079188116,0.157015,-0.18099283,1.6828696,1.6363754,4.7302245e-10,0.042028558,10.6906395
0.078466736,0.12253658,-0.7567559,1.5225579,2.3154345,1.9302369e-09,0.035665438,11.860754
0.104128115,0.033860367,-1.4509174,0.43677562,7.2057605,-2.6245117e-09,0.026226344,28.496769
0.07799958,0.029104149,-1.1087588,0.45757222,5.0182104,5.79834e-09,0.024761092,48.163177
0.061545208,0.045144983,-0.9087847,0.9154422,3.3552635,-3.90625e-09,0.02036113,61.316753
0.045640316,0.04055049,-0.5514895,1.9156502,1.4740344,1.8920899e-08,0.020281553,68.248215
0.04465082,0.034869708,-0.42132625,1.7306888,1.23121,-1.1352539e-08,0.020829186,70.08745
0.039208762,0.035467427,-0.22185372,1.9892781,1.120859,-4.272461e-09,0.019581322,71.93158
0.03817286,0.039437227,0.4643098,1.7090935,1.1336838,5.2490234e-09,0.018960457,71.90371
0.18654875,0.17061025,1.3729596,1.6642399,7.05838,3.5644533e-08,0.040857706,183.31192
0.1222692,0.12573239,1.2664709,1.9508982,5.4362316,-1.4648437e-08,0.033828087,176.07556
0.13396454,0.17151593,1.4615095,1.5349787,5.202954,2.685547e-09,0.03983239,165.57263
0.23314694,0.23514447,0.7671545,1.4832249,6.572278,-4.8828125e-10,0.053534098,156.2207
0.1719623,0.1854271,0.6482465,1.225112,6.7432833,2.9785156e-08,0.044911083,149.72661
0.23995255,0.21348177,-0.16989696,1.6093491,8.9746475,-9.765625e-10,0.05629951,147.49153
0.33566406,0.28324863,0.16410965,1.4663218,11.36489,1.2817383e-08,0.06989376,148.11552
0.109866165,0.083765134,-0.052327484,0.58479154,6.1689067,3.6621093e-09,0.021097053,155.85855
0.113116734,0.06430668,0.25589648,0.9881742,6.105107,2.6855469e-08,0.019051846,152.49611
0.11910219,0.10099291,-0.30298987,2.0950215,3.7424824,-3.100586e-08,0.027001766,148.95148
0.1349031,0.17018862,0.7668624,1.7941692,8.429577,-1.1230469e-08,0.028549423,153.62657
0.2392991,0.17692746,-0.19195631,0.9992929,19.967161,2.0751953e-08,0.03807544,170.60303
0.25137806,0.23814781,0.06990585,0.93527514,22.11274,4.5410157e-08,0.041054823,182.45636
0.2511561,0.25235063,0.46608594,0.99414074,18.488598,2.9052734e-08,0.04780226,179.5413
0.2801667,0.20703387,0.17781968,1.674847,14.46154,3.6621093e-09,0.04084979,145.55449
0.12352048,0.11710673,0.5889141,1.8727963,4.2896523,1.0986328e-08,0.031015547,152.77438
0.10868598,0.06439264,1.338172,0.9429528,6.7403946,-8.422852e-09,0.028599266,135.2586
0.06821736,0.03272769,1.404137,1.0161699,3.7724566,-2.3193358e-09,0.019977473,119.20509
0.06461289,0.04240076,1.4606405,1.093424,3.2928853,-1.1352539e-08,0.020825533,104.77994
0.056108125,0.032520942,1.7350903,1.0885986,3.0229871,-4.0283203e-09,0.01949621,94.97918
0.14379,0.12926069,0.60522056,1.723878,4.853778,-8.544922e-10,0.040447682,86.107414
0.10900547,0.12872913,-0.7437286,1.6038347,3.8147619,-9.399414e-09,0.030526076,97.32757
0.09325941,0.0639697,0.7550305,1.249371,4.5397477,4.0283203e-09,0.020768207,94.06611
0.07049992,0.05324658,0.42290717,1.5759902,2.0655196,9.399414e-09,0.023157852,80.891075
0.044665292,0.028751938,0.20968832,1.2220961,1.7874837,9.0332035e-09,0.0204461,79.889496
0.06259656,0.048286334,0.018826267,1.2196593,3.0757775,1.171875e-08,0.0224317,76.04161
0.07158717,0.029967332,1.1631843,0.89527345,4.0163264,-4.4555666e-09,0.014853589,72.0171
0.09134588,0.06170919,1.507257,0.79101753,5.7168765,-2.8076172e-09,0.024192443,55.57412
0.06339649,0.026002744,1.240623,0.43169296,4.211189,-1.373291e-09,0.010993053,40.70317
0.08449594,0.060321756,0.17428719,1.590866,2.7469358,-1.5258789e-09,0.024730943,33.543674
0.09375496,0.049992237,0.9664934,0.95879155,6.0709705,-2.105713e-09,0.02440093,19.809465
0.04080333,0.05141195,0.35693395,1.4545128,1.0998715,-1.0375977e-09,0.02167002,12.480579
0.059593976,0.09256107,-0.3509766,1.5264128,2.506178,-1.2359619e-09,0.023077281,12.887917
0.2184572,0.22747244,-1.1065573,1.4412913,13.053426,-1.1596679e-09,0.0461136,20.938435
0.11360383,0.17946798,-1.3647188,0.97239166,7.0744615,6.5002443e-09,0.03358403,54.54401
0.048562642,0.045804624,-1.0907158,1.2385119,2.662259,3.4179688e-09,0.019531569,65.215385
0.059385154,0.03874062,-0.28921726,0.835823,3.561382,-6.7138672e-09,0.019716274,72.43834
0.038349446,0.027155323,0.19079551,1.2462112,2.0342996,2.9296876e-09,0.018949876,72.5892
0.040538985,0.028354099,-0.24092437,1.8098376,1.2471535,6.7138672e-09,0.017287377,70.57254
0.041734304,0.030670827,0.34143806,1.5982456,1.6902063,7.568359e-09,0.015086306,71.545975
0.10573251,0.099882826,0.9233271,1.1677836,5.01102,1.2207031e-08,0.03043828,183.42746
0.18756452,0.1846266,0.39679396,1.3618455,5.673309,-3.2958983e-08,0.050954945,170.46347
0.16008937,0.18781112,0.16323425,1.1164165,6.416059,1.8066407e-08,0.048031397,170.82924
0.094565935,0.07284673,0.4015481,0.6406629,5.4794936,3.173828e-09,0.017904174,170.99736
0.1673898,0.045864772,-0.19844912,0.3403682,12.565767,-2.1972657e-09,0.011639707,174.94708
0.20468473,0.06336764,-0.100823544,0.3317225,14.738545,-1.2207031e-09,0.030929819,185.45203
0.2222235,0.13935374,0.0046496615,0.6633023,12.471628,-4.3945314e-09,0.048711076,184.96417
0.18444219,0.12405423,-0.07033547,0.41558722,13.678841,7.3242186e-09,0.031094566,187.60338
0.22030318,0.13572775,0.027509954,0.36678863,15.094384,-2.1484375e-08,0.032910183,187.82567
0.27384445,0.17544775,-0.05446204,0.47413155,15.738952,-4.2236326e-08,0.0445934,187.86703
0.25046006,0.14583306,-0.5054905,1.2838268,11.386698,-7.3242186e-09,0.03553085,198.83029
0.11152559,0.09004344,0.6809669,2.1285136,4.5078297,-2.0507812e-08,0.022151422,203.87378
0.07110241,0.03656745,1.465121,2.1622415,4.787859,9.0332035e-09,0.016477244,199.40022
0.11920926,0.17740999,1.319204,2.031182,6.208525,-2.9296874e-08,0.030358912,193.49083
0.2561528,0.19815688,0.7624587,1.5047975,12.950724,6.1035155e-09,0.042993337,144.87126
0.09088938,0.07380274,0.5000775,2.2315896,3.8826401,-1.0986328e-08,0.02292785,141.95929
0.0785918,0.035279013,1.7490643,0.8600675,5.445092,-4.760742e-09,0.014993572,131.97267
0.06536503,0.03773237,1.5673132,0.95942986,4.501896,6.4697265e-09,0.015229143,117.631
0.04925516,0.025496665,1.52609,0.95577276,2.8937705,-8.544922e-09,0.014863084,103.62756
0.051412188,0.056894485,1.1711258,0.915358,2.4776523,-3.6621095e-10,0.020247208,95.46218
0.105109006,0.08585189,0.094274886,1.5476881,3.2349684,0.0,0.03730554,86.90646
0.041058622,0.02741583,-0.7231659,1.9472817,1.9700636,-9.0332035e-09,0.013938366,95.95226
0.06373005,0.080084294,-0.032330953,2.1484768,2.3794947,1.2207031e-10,0.022049047,96.49993
0.07048043,0.04640186,0.3075158,1.2196566,4.410552,-7.2021487e-09,0.019994907,89.56087
0.05910997,0.059107073,0.8335486,1.0809851,2.5889392,4.5166018e-09,0.026611324,83.76532
0.059474267,0.04937079,-0.04347781,1.6158334,1.9541949,-2.0141602e-08,0.021689383,77.93515
0.07527731,0.031748515,1.1470541,0.5527506,5.1770134,-4.0893555e-09,0.014621733,73.330925
0.0836717,0.07426138,1.068183,0.67987204,4.6704764,6.713867e-10,0.024477534,56.806927
0.056960434,0.026473302,1.2694155,0.6812428,3.3173563,3.173828e-09,0.015211881,43.63567
0.058693547,0.04679235,0.35209787,1.2186551,2.3349862,1.8615722e-09,0.020852163,37.16313
0.1250742,0.07195813,0.79573756,1.3709196,5.9949474,3.0975342e-09,0.028237842,24.76547
0.118313774,0.063414514,-0.07354197,0.76880544,7.195342,1.3275147e-09,0.024499578,26.331291
0.060147576,0.044627056,0.20605709,1.101595,3.0157328,1.8920898e-09,0.020701911,23.25692
0.13210958,0.15947816,0.062678486,1.0843596,6.8081656,-1.5563965e-09,0.029519496,21.512238
0.25033882,0.28799918,-1.3187387,1.5005496,19.303053,4.7683715e-09,0.047931284,37.984005
0.05737409,0.029104615,-1.8105767,1.5075716,3.86436,4.699707e-09,0.015781369,60.165424
