Slope Mean,Slope Std,Aspect Mean,Aspect Std,Roughness,TPI Mean,TPI Std,Average Elevation
0.07401878,0.038176358,-1.8018185,1.3159922,5.40088,1.1779785e-08,0.016273808,73.37839
0.04040164,0.018278481,1.6879653,1.3500514,2.4525154,9.277343e-09,0.01549027,74.66689
0.06674088,0.05030267,0.08870919,1.9261055,2.2830703,8.544922e-10,0.024917586,69.74892
0.06034687,0.026127819,1.5770551,1.6907383,3.545341,-6.591797e-09,0.018287573,71.44489
0.09610471,0.066728726,0.84012157,0.96968305,6.09993,-2.4414062e-09,0.026178269,194.9405
0.12817267,0.13547027,0.32782817,0.95732474,5.017131,2.8564454e-08,0.03888278,185.06622
0.11134208,0.06595878,-0.19012739,0.7024065,6.8809624,-7.8125e-09,0.028562648,186.32812
0.13773236,0.020931939,-0.44806996,0.1524364,9.7847395,6.347656e-09,0.012833967,198.08478
0.16753383,0.054751355,-0.41681412,0.2920111,12.5470085,1.3916016e-08,0.019067261,216.64679
0.095842995,0.05719251,0.6613753,1.031647,5.473905,7.324219e-10,0.022439698,221.0905
0.12106123,0.0992173,-0.39066753,1.578868,5.0803156,1.0253906e-08,0.03148612,219.38957
0.07386737,0.061436042,-0.25110286,1.2586919,4.766627,-1.8798827e-08,0.01674819,221.7872
0.08422663,0.051011022,-0.17351927,0.7156368,5.762179,-1.9042968e-08,0.017475381,223.953
0.061530106,0.04748792,0.6063881,0.79048175,3.3126848,-8.789063e-09,0.012867592,224.97879
0.10458688,0.07005388,1.5881244,0.63040054,7.3789406,-1.4892578e-08,0.016958069,213.09837
0.1408308,0.082735166,0.42785138,2.020801,6.764849,1.4892578e-08,0.025599733,190.54654
0.11118605,0.041928537,1.3308969,2.291115,7.4366603,-6.8359376e-09,0.018436296,179.19711
0.13740444,0.093587264,0.9300565,2.4825437,7.6024985,8.544922e-09,0.025931133,172.35435
0.23761006,0.2241147,0.41603404,1.8383111,10.844783,8.422852e-09,0.0521153,140.71341
0.06590175,0.06176913,0.60653037,1.7599356,1.9233482,1.3916016e-08,0.028420212,137.22778
0.070111014,0.046817724,1.621065,1.1439584,4.07291,1.586914e-09,0.022742392,127.00388
0.07408765,0.04032094,1.4487618,1.336116,4.2214804,-4.272461e-09,0.019114617,114.76892
0.054832086,0.04799202,1.4114732,1.2741038,2.8116446,-6.958008e-09,0.018171186,101.153305
0.11369308,0.118694164,0.8125272,1.5806378,3.6551788,-1.171875e-08,0.038969893,93.40991
0.0878354,0.09084205,0.27449515,1.5406971,2.8498504,-2.2338867e-08,0.0317505,91.60435
0.047572356,0.025365341,-0.74013966,1.5771977,2.632212,-2.4414062e-09,0.01444368,93.69305
0.04334273,0.031295314,0.054227773,1.1636013,2.587627,2.34375e-08,0.018542537,97.81975
0.051341753,0.03421066,0.42954987,1.6804191,2.0333796,-5.6152345e-09,0.01574058,94.54925
0.0663981,0.060372654,1.1014862,1.453234,2.384096,-8.056641e-09,0.025342278,85.0652
0.090811625,0.09059802,-0.27931574,1.3420817,3.655072,3.90625e-09,0.029133828,84.44586
0.08146791,0.046071365,0.8757062,0.9079966,4.960703,-1.4648437e-08,0.020520033,81.4453
0.100805365,0.1113061,0.8706566,1.0689806,5.2509766,-7.995605e-09,0.03706764,63.7323
0.06908658,0.071312316,0.8383975,0.78893346,3.3234172,-5.0048827e-09,0.02299466,49.179466
0.04164953,0.04135618,0.7519529,1.0616927,1.6849914,1.6479492e-09,0.020073788,42.570965
0.13342766,0.09359718,0.62934035,1.5096738,6.6592264,1.2817383e-09,0.030624555,31.69718
0.08485713,0.086117655,-0.47522327,1.3943095,4.3372107,7.5378415e-09,0.019740317,38.634605
0.08632482,0.05766501,0.5307944,1.0688788,5.610975,3.3569336e-10,0.019664925,34.99013
0.15699665,0.20648605,-0.08583953,1.3290002,6.6897206,2.380371e-09,0.029997298,37.818626
0.28660992,0.2805687,-0.79956996,1.5780764,15.872356,-1.991272e-09,0.058718998,25.412106
0.037426483,0.016219757,-1.5605416,0.84248817,2.3892646,4.272461e-10,0.013433249,55.221027
0.0559638,0.024671635,-1.776576,1.4136155,3.531631,2.746582e-09,0.0142639065,63.857483
0.056623228,0.05346385,0.23388311,2.6830254,3.0610545,1.5930176e-08,0.015246782,67.9785
0.060084507,0.04940416,0.24602017,2.1710021,2.228739,3.6010743e-09,0.023720214,64.82398
0.07061461,0.054382533,0.17565396,2.0172281,2.239772,1.6479492e-09,0.026111085,63.638744
0.11843738,0.10108244,-0.0819964,1.3138732,4.702501,3.100586e-08,0.03463343,204.07072
0.11500061,0.06279387,-0.19645788,0.62448215,8.276187,-3.0273437e-08,0.023747388,209.04132
0.15739724,0.088912874,-0.2816905,0.66522586,9.432505,3.90625e-09,0.035093777,216.38438
0.11727253,0.060580753,0.007961609,1.0285742,8.813801,2.4658203e-08,0.015446725,227.63911
0.051854163,0.039252333,0.10198659,1.9691128,2.1796992,2.1728516e-08,0.013470211,235.50838
0.065664545,0.03186638,1.4103518,0.6980551,4.7165375,1.0986328e-08,0.016112924,227.12177
0.04633791,0.04003911,0.17599015,1.9892187,1.4776819,8.300781e-09,0.01994079,219.33107
0.064746626,0.038743414,-1.6287966,1.9845212,3.720475,-7.3242186e-09,0.019367432,220.16426
0.06707393,0.029552577,-0.23087563,2.8008103,4.9052014,-1.196289e-08,0.011872683,224.73816
0.07279351,0.025628384,1.8905593,1.6891425,4.932861,-1.953125e-08,0.011820987,221.75053
0.08839949,0.026709152,1.942507,0.347405,6.00598,-7.324219e-10,0.011072311,206.00105
0.103057995,0.050621226,1.6337085,0.47354135,6.9968944,3.90625e-09,0.017009592,185.1979
0.13936824,0.1521737,1.0817093,1.714397,4.677694,-1.3671875e-08,0.04381754,164.81297
0.23217148,0.20414278,1.0319206,1.8595127,10.235485,-3.4179688e-09,0.05949109,145.89732
0.09570327,0.0915336,0.15340862,2.0064292,3.6388867,9.765625e-10,0.028915906,131.35063
0.11040974,0.093149155,0.39657897,2.3011117,5.489994,3.5400392e-09,0.028920924,132.32181
0.09504243,0.114262976,1.1258512,1.5374844,3.9089048,-1.4038086e-08,0.03649352,122.311066
0.11584273,0.10853135,1.0704477,1.678463,4.814071,-3.5400392e-09,0.041391145,109.951164
0.113070995,0.12552781,0.77443373,1.4876821,3.3705573,-1.184082e-08,0.046575952,101.01001
0.04459239,0.04857726,0.35893,1.2075012,1.8929759,7.8125e-09,0.019023264,97.91755
0.06536008,0.054523624,0.31301618,1.1845199,2.8932388,-2.9296876e-09,0.026188375,94.55895
0.057393964,0.03404336,-0.58680564,1.191957,3.1103804,-4.0283203e-09,0.014021589,98.55433
0.041891158,0.041705713,0.09939564,1.8902017,0.62112695,-4.5166018e-09,0.02156266,101.54351
0.09105704,0.08413841,0.61665833,1.4479039,3.8815107,-1.586914e-09,0.0308096,98.33128
0.09307294,0.076701425,0.7292222,1.597083,3.6462836,-2.0751953e-09,0.02975617,83.46543
0.08545272,0.086596474,-0.14923294,2.0130873,3.3557882,-1.3427734e-09,0.028589878,86.86593
0.098277844,0.09620274,0.29977137,1.7162995,2.7770092,6.1035155e-10,0.028288797,86.69239
0.19235148,0.20502043,0.77827823,1.3612707,7.3589587,4.0893555e-09,0.043918677,70.82101
0.14187624,0.1816611,0.54330677,1.2380592,4.2353883,-1.7700196e-09,0.03926221,57.12307
0.1619843,0.17566006,1.0957175,1.1279174,7.3640842,-2.7770997e-09,0.03825308,44.460304
0.13621128,0.13507046,0.32289785,1.4248847,6.4710455,1.2817383e-09,0.032132685,36.362198
0.14501856,0.13336265,0.95394236,1.8157772,9.653908,2.7923583e-09,0.02698944,33.368214
0.15544614,0.13870575,-0.81590146,2.093153,10.478341,3.0975342e-09,0.02746138,27.00563
0.0819075,0.11277217,0.18691911,1.8550076,3.54678,3.6621095e-10,0.020909954,41.18634
0.3520949,0.3606213,-0.22326882,1.6894474,12.017488,-4.760742e-09,0.08602637,22.749657
0.2944118,0.3077263,-0.7391694,1.8315165,9.351741,2.6245117e-09,0.054752782,45.189495
0.25616038,0.2629871,0.33049604,2.1631968,8.463546,-3.0212401e-09,0.054658607,47.500687
0.15852919,0.17559862,-0.30174306,1.806902,4.2029257,-4.5166018e-09,0.041369807,50.70712
0.09664861,0.095992655,-0.57326543,1.8413236,2.7142644,5.493164e-10,0.030823527,56.006947
0.050663378,0.066066325,-0.9843461,1.9717703,2.0189576,7.1411135e-09,0.020423898,60.692776
0.111234635,0.05333761,-0.27131233,0.86264765,6.587555,1.0253906e-08,0.025688011,216.44484
0.077175476,0.040525295,-0.5907075,0.7926949,5.279992,-6.1035155e-09,0.011853151,228.06369
0.08644648,0.05884886,0.26000676,2.0270119,3.1115105,-1.34277345e-08,0.025486272,237.36002
0.058154047,0.025548806,2.0523272,1.0152354,3.9785504,1.9287109e-08,0.014070268,232.94978
0.069338374,0.030458307,0.726419,2.7110553,4.607391,-2.4169921e-08,0.011330252,226.81711
0.062286798,0.05339039,0.7951446,2.0495048,2.9153426,1.8554687e-08,0.020643637,224.80008
0.06883865,0.042380825,1.7436212,1.1980242,4.3087893,-2.8808595e-08,0.018430129,216.01569
0.098770864,0.06346146,-0.90193594,2.532199,5.110772,-4.9072266e-08,0.024061548,206.33612
0.099056475,0.02565448,1.6731554,2.3805761,7.073153,2.1972657e-08,0.010461061,205.47867
0.107677735,0.033082347,0.91401803,2.7749846,7.5679736,-2.0507812e-08,0.013621266,202.17757
0.0875348,0.03795485,2.2295692,1.0436406,5.9592886,-1.7578126e-08,0.016593527,193.94223
0.07610067,0.036375124,1.8574169,0.70935917,5.0309916,-3.125e-08,0.013988451,180.25385
0.07280631,0.038424212,1.5840722,0.7611946,4.5747333,2.2216797e-08,0.011706752,164.98315
0.17308728,0.20431118,0.93083936,1.5956734,11.998318,-2.5146484e-08,0.042371616,139.92992
0.0719448,0.07528683,-0.2806344,1.498474,2.0965571,4.5166018e-09,0.026521904,130.43
0.11315675,0.10566159,0.3462368,1.3150076,5.027083,-1.0742188e-08,0.035759695,128.14902
0.10813025,0.074265696,0.21352214,1.5653402,4.769968,1.953125e-09,0.023107208,119.76736
0.07885876,0.06166151,0.29334608,1.0291725,4.4645205,1.623535e-08,0.02157266,115.65992
0.07017166,0.04005048,0.23763321,0.8127417,4.159222,-8.422852e-09,0.013816022,110.62002
0.08310818,0.059504744,0.14505446,0.7249045,5.183657,-1.7089844e-09,0.024233023,108.30389
0.10186153,0.07966479,-0.17200597,0.76978946,6.6715508,5.859375e-09,0.031078806,108.81525
0.10935231,0.10046042,0.039066136,0.65878767,6.9884105,1.8310546e-09,0.032344874,114.05081
0.10760036,0.09938821,0.6647726,1.1360258,6.4746385,2.685547e-09,0.03266349,105.90831
0.08210932,0.09825649,0.39255032,1.7972631,2.1151204,7.324219e-10,0.031786542,98.186676
0.15897115,0.13635872,0.8242856,1.5702553,5.649355,1.00097655e-08,0.037513457,85.51752
0.14341857,0.15013869,-0.2389813,2.2211466,5.9855733,7.995605e-09,0.043899875,74.87901
0.29121277,0.246359,0.8006387,1.9622793,9.874084,3.6010743e-09,0.06940336,66.70784
0.22970384,0.20423366,0.23864754,1.3595587,8.858175,-3.967285e-09,0.04476085,54.700874
0.2637135,0.2411943,0.40272325,1.5813019,11.875297,-1.8920898e-09,0.052088074,54.45359
0.13173923,0.19051473,1.087828,1.1406373,6.3012066,1.2512207e-09,0.033801615,49.534836
0.045149032,0.036688652,1.1328641,1.360557,1.6117678,3.7841796e-09,0.017918643,44.736813
0.14690585,0.11209519,1.2209362,1.1861626,9.082778,-9.4299315e-09,0.030992635,24.023579
0.096288644,0.14950813,-0.22768162,1.5873402,2.2636797,7.93457e-10,0.042407874,12.428891
0.2054438,0.22383611,-0.36336583,2.0388172,12.292467,5.4779052e-09,0.04273611,26.228561
0.28552487,0.4469364,0.5582851,1.6670804,10.936244,-4.9438476e-09,0.08004121,21.55525
0.05994103,0.08227,-0.45351925,2.1192853,2.0529842,-1.953125e-09,0.025410296,50.788776
0.048352897,0.10004244,-0.4084078,1.4661993,2.1910386,-2.6245117e-09,0.02160639,52.653507
0.15617472,0.23734346,-0.3714523,1.824947,4.6928315,2.6245117e-09,0.043870825,52.87023
0.0482579,0.061619125,-0.31819344,2.249699,1.5901598,1.0375977e-09,0.020990768,56.46938
0.031830654,0.02058938,0.39623004,2.3514977,1.6546832,9.460449e-09,0.013877935,55.987164
0.05738372,0.049220193,0.26698408,0.81649697,3.5562694,3.2226563e-08,0.014295301,235.79611
0.03655673,0.020194909,1.0878983,1.573884,1.6755111,-1.7578126e-08,0.015540614,234.53627
0.04683457,0.028312301,1.4639645,2.2694793,2.915872,1.00097655e-08,0.010048807,230.11636
0.045208264,0.017671607,1.8017056,1.2139313,3.000925,6.591797e-09,0.0111427875,225.91951
0.087001465,0.047847334,1.5275707,1.2243892,5.00773,-1.2207031e-08,0.020257993,212.59537
0.12150102,0.063000396,-0.49053487,2.6204777,7.25414,1.8066407e-08,0.023911659,206.9411
0.081774525,0.034855817,2.1685464,1.3048826,5.28427,5.1025392e-08,0.015185906,202.9076
0.14139949,0.09267113,1.4027332,1.9581647,7.0510225,-1.196289e-08,0.03270833,187.77103
0.10832833,0.03759263,1.8560615,2.1206865,7.6127605,-2.34375e-08,0.019204775,179.65591
0.09618837,0.039152004,-0.3636605,2.7618568,6.4017696,8.300781e-09,0.01599933,177.38556
0.06277324,0.03435565,0.2033678,2.6848361,3.7497146,2.4658203e-08,0.01596519,179.3401
0.058029365,0.02263892,1.9565214,0.769878,3.9382467,-9.0332035e-09,0.011659949,174.14316
0.068929754,0.044333845,1.694586,1.0820405,4.2045994,9.765625e-09,0.016607847,160.57594
0.19087507,0.2003492,0.6612925,1.3770764,8.208458,-1.2939453e-08,0.046427026,139.96976
0.11490318,0.11668138,-0.6077876,1.6383563,4.575059,7.568359e-09,0.03632413,132.49113
0.07146489,0.07595206,-0.045363493,1.4841256,2.0355225,-3.173828e-09,0.028551152,137.64322
0.06686549,0.053251855,0.4815989,1.1480371,3.0981097,7.324219e-10,0.02221995,131.12517
0.07122975,0.0623477,0.16460072,1.167561,3.3100204,-1.7333985e-08,0.024352549,127.44621
0.09563937,0.07736316,-0.08124497,0.95191807,4.594333,-8.544922e-10,0.028271064,127.34321
0.10094454,0.08118551,-0.048808306,0.8463554,5.4140506,2.9296876e-09,0.029366434,128.50323
0.088960454,0.047687013,-0.13172951,0.561668,5.565914,1.2207031e-10,0.02391036,130.2979
0.0832025,0.054808337,-0.05651682,0.4344891,4.726012,-9.399414e-09,0.01939036,134.07211
0.10144486,0.05601652,0.55647975,0.575417,7.195874,1.2084961e-08,0.01493637,128.2256
0.1196459,0.11643753,1.1170311,1.0652255,7.9383206,-3.2958984e-09,0.036752757,106.6268
0.12386891,0.10193977,1.3960494,1.1376369,8.154135,-6.1035155e-10,0.029924938,87.2321
0.16170156,0.137072,0.5871253,1.6024896,4.9814663,7.0800783e-09,0.039305095,67.04402
0.1991842,0.13721016,-0.82942724,1.1344781,10.18984,-1.7700196e-09,0.030714568,78.65944
0.112473115,0.06043322,0.47693902,0.831044,6.993149,-4.8828125e-10,0.017033042,81.657974
0.12147454,0.11488693,0.9446787,1.145579,5.6283536,5.126953e-09,0.039187502,68.96931
0.07088106,0.039977044,1.4714625,0.8397925,4.3332453,-4.1503907e-09,0.019332187,51.788662
0.08681211,0.058537785,1.1986337,1.7085204,4.180377,5.126953e-09,0.023392985,40.403645
0.13977866,0.0745963,1.3657016,1.1369169,6.992491,2.6550293e-09,0.027147166,22.916933
0.08677271,0.14833364,0.22013097,1.654909,1.7945564,2.4414062e-10,0.042261884,13.093909
0.09712724,0.13285796,0.02824268,1.5701218,5.529125,-4.5776366e-10,0.030086407,16.653358
0.18566231,0.29401535,-0.56524885,1.3777608,12.512242,2.5634765e-09,0.061832152,35.799107
0.09256195,0.29216215,-0.7086611,1.8020092,5.506702,2.5024414e-09,0.049526345,46.819527
0.23691687,0.42110342,0.042143308,1.9842235,17.043133,-2.7618408e-09,0.0737719,39.03301
0.17416278,0.16131626,-1.0417087,2.049425,11.199911,5.859375e-09,0.038517114,43.439568
0.13020338,0.19927388,-0.5613184,2.0380626,4.1766167,4.8828125e-10,0.043042973,50.68023
0.048784796,0.053360783,0.16922887,1.8007518,1.275106,-3.173828e-09,0.018644463,52.872334
0.041478187,0.019550307,1.5101633,1.0829383,2.301795,-1.3183594e-08,0.013517516,239.5299
0.06065099,0.027636044,1.839131,0.483509,4.166579,4.6386717e-09,0.014310732,230.28734
0.15737483,0.0944918,1.0678252,2.0900855,10.58336,-1.34277345e-08,0.03211881,211.34413
0.14949155,0.08841773,-1.3049258,2.402988,10.978524,2.294922e-08,0.025652293,210.73232
0.086366124,0.029751401,1.814245,1.184917,5.6952434,1.8798827e-08,0.012774314,207.6771
0.16153488,0.09795341,0.25032037,2.2844076,8.290804,-1.7089844e-09,0.032361116,187.02667
0.103571646,0.044097226,1.3862083,2.2867198,6.6062007,1.9042968e-08,0.021336054,185.55765
0.09898177,0.0660422,2.1249917,0.8020041,6.4000688,-7.568359e-09,0.02270677,171.80502
0.10979644,0.12049415,0.4839048,2.5405595,4.9406266,-7.568359e-09,0.03950278,159.94997
0.08063174,0.040387403,-0.16367021,2.751762,5.2490435,1.8310548e-08,0.024251042,159.05466
0.07907779,0.066249564,-1.5957183,1.8191534,5.322593,2.0751953e-08,0.02548375,167.23866
0.06017913,0.025325788,1.9649364,1.1304533,4.061975,-1.196289e-08,0.011598125,167.58214
0.08336437,0.06726801,1.7690349,1.2561288,5.0890174,-3.90625e-09,0.018564684,154.76234
0.25996244,0.21592619,-0.13122287,1.9221929,8.991645,1.4892578e-08,0.051782694,137.59315
0.1160223,0.09531677,0.78380215,1.4711088,5.719528,2.1972657e-08,0.03542688,139.56227
0.079145126,0.09913442,-0.6097055,1.4250321,3.394894,-4.8828124e-09,0.03094879,139.03918
0.0914179,0.07106264,-0.24577153,0.9397872,4.8216944,9.0332035e-09,0.027730761,145.25685
0.099629946,0.09354076,0.076287076,0.88340575,5.7152114,1.3183594e-08,0.037538964,145.06644
0.093918465,0.06579022,0.0874571,0.80307335,5.445902,-1.171875e-08,0.028112017,143.67323
0.11476777,0.060215656,-0.2257386,0.54307896,7.8782654,1.6601563e-08,0.02254697,146.43465
0.12865521,0.0726825,-0.23501828,0.46656802,9.754583,2.7587891e-08,0.024576945,155.15422
0.11617374,0.05106425,1.0261757,0.7779955,6.7320213,-1.196289e-08,0.016282389,154.59471
0.07798172,0.041200135,1.3786114,0.5044324,5.5584583,1.8798827e-08,0.014430891,135.97026
0.14091165,0.111460105,1.3490328,0.8551779,10.205735,5.493164e-09,0.037882503,109.52486
0.12609594,0.08635017,1.4827864,0.86436605,8.689964,-8.544922e-09,0.029226065,82.693886
0.11181883,0.09535118,-0.33156574,1.6165695,4.964403,1.2695312e-08,0.032597855,73.34117
0.12123652,0.0775287,-0.43122482,1.5589474,4.8382936,6.4697265e-09,0.018922156,82.629196
0.07056983,0.055294737,0.4894215,1.2931373,3.4738827,-2.0874024e-08,0.016941944,90.93455
0.10090281,0.06061699,1.2194502,0.87441206,5.381823,9.460449e-09,0.023907885,75.28329
0.10658794,0.09654215,0.84182733,0.93816584,6.0507317,8.056641e-09,0.033093188,55.954258
0.08431203,0.095245756,1.101139,0.730693,4.84524,-1.1596679e-09,0.01955028,40.57475
0.16005668,0.17403607,1.0881058,1.3365352,8.328075,2.2735596e-09,0.03998001,19.35744
0.059119064,0.11007821,0.071358144,1.7968606,1.3937777,-4.425049e-10,0.030051898,13.67753
0.11046601,0.0927377,-1.0478033,1.5720417,7.1330986,-1.2207031e-09,0.023759874,21.904402
0.14577274,0.15408474,0.0946295,2.3986444,10.401264,3.6621095e-10,0.032941543,34.641773
0.25324842,0.34660822,0.5937138,1.8623694,12.377459,-4.7302245e-10,0.06782474,26.189363
0.1508748,0.15850486,-0.32183233,0.59468627,10.506146,8.117675e-09,0.033602268,39.277836
0.23091483,0.42984125,0.12386247,1.3154671,13.053376,4.5776366e-10,0.09030289,33.264977
0.19591954,0.34284824,0.16949789,1.4495792,6.722499,7.324219e-10,0.07406081,22.161016
0.16813336,0.20144954,-0.7929836,1.4183701,12.287859,-7.3852537e-09,0.029729461,46.659027
0.0663827,0.05581132,1.1235874,2.2188973,3.3064706,1.00097655e-08,0.017136972,233.36446
0.07105034,0.040135138,1.9161704,0.72903574,4.4272456,-2.4414062e-08,0.01491655,225.25612
0.16005152,0.07708944,1.7384629,0.69281495,10.200426,1.6601563e-08,0.03964246,200.01503
0.15914553,0.058678947,-1.0739111,2.026711,7.3510447,-1.0253906e-08,0.027632724,177.68385
0.12802492,0.0402489,-0.6616022,2.5534215,8.23064,-1.6601563e-08,0.017473489,187.53224
0.13745977,0.08901694,1.525897,1.2315558,8.730088,2.5146484e-08,0.03003427,172.25938
0.12903403,0.08001987,-0.68920535,2.5054436,7.2026434,5.6152345e-09,0.0344174,162.51575
0.08742327,0.039515696,1.597386,1.705319,5.297922,2.368164e-08,0.024146464,159.81789
0.13480762,0.13269338,1.28609,1.9247794,5.8379207,5.6152345e-09,0.037109826,144.53322
0.10646182,0.13355234,-1.2748935,2.0241275,3.9553983,-2.4414062e-09,0.038827274,144.58607
0.08229442,0.048609685,-1.4177308,2.236706,5.6227074,-3.198242e-08,0.020501249,151.68248
0.09330705,0.040378902,1.6435646,2.2766714,6.7397337,-1.8798827e-08,0.0171481,151.96034
0.1216717,0.0952885,1.6421624,1.6862297,6.904426,-8.544922e-09,0.021518663,142.41884
0.22272147,0.17532608,-0.15266255,1.9333982,8.750507,-3.918457e-08,0.040756937,128.81319
0.18163136,0.15311243,-0.19012204,1.5338128,8.561814,-1.7456054e-08,0.039546743,141.93375
0.09311,0.07452785,-0.41981494,0.9679012,5.1638374,1.00097655e-08,0.030175641,154.75043
0.07802936,0.08131625,-0.19134878,0.98194087,3.9438844,9.277343e-09,0.027755523,160.55124
0.11119734,0.10507864,0.019340375,0.9348622,7.251998,1.2207031e-09,0.03640701,162.55513
0.10786921,0.06965755,-0.23958746,0.79379404,7.4390826,-8.056641e-09,0.027769024,165.30336
0.07204436,0.038438056,0.27082136,1.1206781,4.16851,-1.6113281e-08,0.014575283,170.34125
0.07207638,0.0443169,1.7074026,1.3368143,4.517432,5.126953e-09,0.017426617,165.2503
0.10189134,0.03207965,2.1691568,0.41465056,7.36696,1.34277345e-08,0.015665077,149.19221
0.09028749,0.08233748,2.0444272,0.5683911,5.9303007,1.5014649e-08,0.02661229,131.855
0.11682687,0.047025062,1.6837486,0.47241986,8.24082,8.422852e-09,0.020718135,108.6606
0.10885743,0.10686169,0.6121751,1.0622094,4.059342,9.521484e-09,0.038171206,89.471924
0.12300989,0.08974522,-0.058665827,1.8185322,4.0327005,-2.4780274e-08,0.031399686,76.20735
0.12161695,0.0777297,-0.8703851,1.5211544,6.1260924,5.371094e-09,0.018436922,86.00413
0.0702359,0.04981732,0.25637025,1.8387971,2.6353643,-2.4414062e-10,0.014161476,91.27733
0.08343448,0.048758525,1.1051891,0.9596846,4.9566345,2.3193358e-09,0.017284919,80.557236
0.11834679,0.15018514,0.92480314,0.9939274,4.683519,6.286621e-09,0.047282174,64.50019
0.1623255,0.15448658,1.3191715,0.6678288,11.1679535,5.645752e-09,0.026553333,42.3328
0.101272896,0.15213451,0.16828887,1.5735323,2.813376,1.5411377e-09,0.042830598,14.107157
0.033663258,0.035021324,-0.1899868,1.7531699,0.54471946,6.1035156e-11,0.020287486,15.222209
0.074599326,0.14801897,0.026689732,1.9442115,2.6632526,-1.9836426e-10,0.03255554,15.260454
0.21246982,0.36789417,-0.015189391,1.5950654,12.290935,5.157471e-09,0.06665795,25.269045
0.14431812,0.22474077,-0.5333938,1.0061698,9.515083,5.41687e-09,0.04320154,46.385624
0.04924949,0.052161634,0.40794644,1.569209,1.0398558,-2.0141602e-09,0.02434454,53.57267
0.066630125,0.08929383,0.8930761,1.1804279,3.045428,3.479004e-09,0.026103536,48.889698
0.19716656,0.28366125,0.31259185,1.5503467,8.875462,-5.8898926e-09,0.065778784,26.474318
0.14036678,0.09323454,-1.6532474,0.82915103,10.1495695,3.7231445e-09,0.025887616,40.27133
0.09586534,0.0800437,-1.1313934,2.6368413,6.461723,2.4414062e-09,0.017973324,210.36679
0.09811323,0.047262102,1.7980491,1.8678446,7.015465,-2.1240234e-08,0.013235472,208.7165
0.12990227,0.05866713,1.8328571,0.56821185,8.43837,-9.521484e-09,0.019930135,188.88594
0.18107298,0.15560459,1.2161568,1.6944041,7.3273554,-7.3242186e-09,0.05427546,164.00903
0.16303878,0.09506435,-1.5332305,2.1503842,9.19488,-1.8066407e-08,0.028711569,159.6988
0.12733401,0.050157122,1.1789,2.1703281,8.062699,3.2714844e-08,0.015216944,161.36325
0.16232662,0.122926295,0.5816304,2.1176963,6.448191,7.568359e-09,0.042538933,141.83984
0.12166437,0.05730693,0.53646964,2.6125574,7.576831,-2.1972657e-09,0.03239233,140.22652
0.16601062,0.14799644,0.91518027,2.1011338,6.977057,8.422852e-09,0.044610217,129.57576
0.07155958,0.046956938,-1.776363,1.9502655,4.3337674,-7.8125e-09,0.025584824,134.13719
0.05381902,0.026701702,-1.0307765,2.4205174,3.2831557,1.196289e-08,0.0150153935,138.75232
0.05268954,0.03479554,0.7494084,2.5234795,3.0202498,1.2207031e-09,0.013923157,136.03236
0.10580457,0.101317994,1.4972818,1.7403305,5.7325606,1.2939453e-08,0.023063505,130.38501
0.18777232,0.15369019,-0.5389666,1.7852099,11.189799,8.544922e-10,0.029072553,126.552826
0.08722963,0.06266442,-1.2817075,1.8496232,4.281861,2.0996094e-08,0.019611446,149.6817
0.08318953,0.076201096,-1.0183831,1.391641,3.448279,-7.0800783e-09,0.023362692,163.31894
0.08102771,0.087157294,-0.9348239,1.1750352,4.744157,-2.9296874e-08,0.023233144,173.62791
0.049460042,0.05616794,-0.10272546,1.687355,1.685133,-1.0253906e-08,0.018205846,178.81897
0.066673405,0.04736669,1.2254002,1.5298406,3.893508,2.1972657e-09,0.018599255,175.49255
0.10859229,0.048522577,2.2472765,1.129016,8.38671,3.417969e-08,0.016987117,163.49696
0.10632881,0.022810664,2.247513,1.0848446,7.5128355,1.6601563e-08,0.013535916,147.33627
0.08484627,0.036328185,2.33134,0.7130571,5.8340983,6.591797e-09,0.017104562,132.84065
0.09328475,0.046895634,2.188531,0.6944818,6.329518,8.300781e-09,0.018672377,117.87353
0.0717389,0.03594645,1.6253059,1.2055073,5.1247144,3.4179688e-09,0.016520945,102.01616
0.041021504,0.036771785,1.0352454,1.1211953,1.9103557,-6.1035155e-10,0.020623652,94.17369
0.11723592,0.08507137,0.62101805,1.2090104,7.2365985,-5.0048827e-09,0.029768536,81.90106
0.13450323,0.17343101,-0.8344403,1.9073685,8.605273,-1.599121e-08,0.03256729,84.72673
0.051805966,0.036449853,-0.45986724,1.7454737,2.0631087,1.0620117e-08,0.013716164,93.39324
0.07975307,0.04206093,0.87175804,0.66444033,5.7345076,5.859375e-09,0.015442903,87.396614
0.09724347,0.06832382,0.98949,0.78717047,5.9198785,-1.8920898e-09,0.026212264,70.98774
0.2123627,0.20829627,0.6583652,1.0184143,10.411575,-1.5563965e-09,0.045567945,53.86072
0.18723883,0.17090563,0.41625282,1.0884356,10.6184025,-6.1035156e-11,0.046659283,23.47094
0.24747878,0.23782323,0.11831431,1.5550221,9.256208,-2.6550293e-09,0.06329333,20.22296
0.23564065,0.2130381,-0.65075624,1.2608175,13.796724,-1.5258789e-10,0.050488707,36.26363
0.08351214,0.075549096,-0.32087585,1.1062207,3.9805367,3.0517577e-10,0.029875603,51.156384
0.06002413,0.06717041,0.15462059,1.7878747,0.84406966,-4.577637e-09,0.029822055,54.866917
